Id,Clothing Type,Sex,Color,Brand,Price,Images,1st Image Preview,Miscellaneous
128,Hose,Männlich,Braun,Carhartt,49,[http://www.drop-in.de/images/articles/516138193fbd7eea2a16e887cd4da1b4_4.jpg],,"Carhartt Chino Hose Racket braun (Gr. 38/34)CARHARTT Hose Racket in moss braun, leichte Chino Hose mit niedrigem und kurzem Schritt, Knopfleiste, slim fit und angeschrägtem Schnitt Material: 100% Baumwolle"
130,Hose,Männlich,Blau,Chillaz,58.47,[http://www.salecube.org/artikelbilder/1/sol_011-0031_pic1_1.jpg],,Chillaz - Neiche Kraxl Hose - Kletterhose von ChillazNeu: Back on the Rock again: Chillaz - Neiche Kraxl Hose - Kletterhose. Für jedes Wetter geeignet. Für Damen und Herren geeignet.
131,Hose,Weiblich,Blau,Comma,89.95,[http://ecx.images-amazon.com/images/I/31M9bXWhfGL.jpg],,"Comma Damen Hose Regular Fit, Piqué 81.305.76.5638 HOSE, Gr. 40, Blau (5996 navy)Comma Damen Hose Regular Fit, Piqué 81.305.76.5638 HOSE, Gr. 40, Blau (5996 navy)"
132,Hose,Weiblich,Grau,Desigual,79,[http://s7e3a.scene7.com/is/image/desigual/32P2628_5007?$xlarge$],,"Desigual Lefant HosenDesigual Hose für Frauen, Modell Lefant, Linie Love. Eine Hose im Boyfriend-Stil ganz feminin mit Aufschlag an den Beinen und einer Reihe von Mustern und Stickereien, die die Hose einzigartig machen."
133,Hose,Männlich,Grün,Fitz,39.95,"[http://www.fit-z.de/medias/sys_master/ThemenweltImportImage/8811534909470.jpg,http://www.fit-z.de/medias/sys_master/ProduktDetailImportImage/8811581014046.jpg]",,"FITZ Hose Colour5-Pocket-Schnitt Lilly. Faltenwaschung vorne & hinten. Kontrastfarbige Nähte innen als Krempel-Highlight. Used-Optik. Innen verstellbarer Bund bis Gr�ße 158. Twill aus 97 % Baumwolle, 3 % Elasthan."
134,Hose,Männlich,Grau,Fjällräven,116.95,[http://www.arts-outdoors.de/Shop/images/product_images/original_images/605_0.jpg],,"Fjällräven Hose Barents Trousers ( dunkelgrau )Fjällräven Hose Barents Trousers ( dunkelgrau ) Der Klassiker, Strapazierfähige Trekkinghose mit vielen Taschen. Verstärkungen hinten und an den Knien. Hohe Taille und weite Passform. Im Unterschied zu Vidda ungekürzte Beinlänge.Abmessungen und größenAktivität: Outdoor AktivitätenGrößen: 44-58, D24-27Material: G-1000, 65% Polyester, 35% BaumwolleSicherheitstasche: JaUngekürzte Länge: Ja"
135,Hose,Männlich,Schwarz,Hugo Boss,119,"[http://nik-fashion.de/v30/productimages/337976.jpg,http://nik-fashion.de/v30/productimages/337977.jpg]",,"BOSS Hose PARKER blackHose PARKER von HUGO BOSSModischer Schnitt mit sogenannter Flat Front, ohne Bundfalte, ohne UmschlagVerlängerter BundDoppelter ÖsenverschlussZwei französische Taschen vorne und 2 Gesäßpaspeltaschen, mit Knopf verschließbarPerfekt zum Sakko, Poloshirt oder WollpulloverBundweite: ca. 44 cmOberschenkel: ca. 28 cmFußweite: ca. 21 cm - gemessen bei Gr. 48 -Material: 100% SchurwolleFarbe: black"
137,Shorts,Männlich,Blau,Napapijri,54.9,"[http://www.static.beautydealer.de/images/onthefly/products/x313_313x313/23679.jpg,http://www.static.beautydealer.de/images/onthefly/products/x313_313x313/23633.jpg,http://www.static.beautydealer.de/images/onthefly/products/x313_313x313/23634.jpg,http://www.static.beautydealer.de/images/onthefly/products/x313_313x313/23635.jpg,http://www.static.beautydealer.de/images/onthefly/products/x313_313x313/23636.jpg]",,"Napapijri Herren Bermuda Hose NIDD Blue 2te WahlStylische Napapijri Herren Bermuda Hose NIDD. Gummibund + geflochtener Kordelzug zum Schnüren
Ziernähte 2 Seiten- und 2 Gesäßtaschen mit Reißverschluss 2 Taschen auf der Vorderseite mit Klettverschluss NAPAPIJRI Logo-Münze unterhalb der rechten Bundseite NAPAPIJRI Logoprint an der linken Saumrückseite Material: 100% Baumwolle Es handelt sich um Musterware = 2te Wahl. Es sind Fehler möglich Größe 32 33 34 36 38 40 1/2 Bundweite 39 cm Länge inkl. Bund 52 cm Schrittlänge 27 cm 1/2 Saumweite 27 cm"
138,Hose,Männlich,Grün,Pierre Cardin,99.95,[http://www.bruns-grosse-groessen.de/out/pictures/master/product/1/a63a3c446317061243e9e8c7081adc4b-388025979-pierrecardin-75989415-front.jpg],,"Grüne Five-Pocket-Hose von PIERRE CARDIN in großen Größen, für Herren, Gr.: 60Mode in Übergrößen bei Bruns Große Größen: Stilvolle 5-Pocket-Hose von PIERRE CARDIN in großen Größen in Baumwolle mit Stretch-Anteil besonders leicht und angenehm zu tragen.&nbspDer bedeutende französische Designer PIERRE CARDIN hat in seinem jahrzehntelangen Wirken erlesenen Modegeschmack bewiesen, der in seinen Produkten immer wieder neu zur Geltung kommt. Diese Freizeithose in Five Pocket-Form beweist es. Sehr ansprechend wirken auch die Innenverarbeitung sowie die außen angebrachten Nieten. Die sprichwörtliche Bequemlichkeit und den bequemen Tragekomfort erhält sie durch den Stretchanteil im Gewebe. , , , , , , 88% Baumwolle, 10% Polyester, 2% Elastan,"
139,Hose,Männlich,Schwarz,Reell,59.99,[http://www.skatedeluxe.de/images/product_images/info_images/1485_0.jpg],,"REELL Cargo Ripstop Hose (black)Die hochwertige REELL Cargo Ripstop Hose kommt im klassischem Cargo-Design mit zwei Seitentaschen, zwei Einschubtaschen hinten, verschließbaren Taschen am Bein und Kordelzug am Beinabschluss. Geprägte Knöpfe findest du auch am Hosenstall. Die tolle Waschung sorgt für einen leichten Used-Effekt an den Nähten! Material: 100% Baumwolle Roman ist 1,83 m groß und trägt die Größe W32 L32."
140,Hose,Weiblich,Schwarz,Replay,118.3,[http://www.fashionsisters.de/pimages/143/143019_norm.jpg?google_shopping=Damen_Replay_Hose_schwarz_Trendig],,"Damen Replay Hose schwarz, TrendigTolle Damenhose bei FashionSisters: Hose von Replay Chic zum schwarzen Blazer mit Pumps, trendig mit Biker-Boots und lässigem Oversize-Shirt - auf jeden Fall immer modisch ist diese Stretchhose im Reiterstil. Schnitt: Schmal geschnittene Röhrenhose. Bund mit 5 Schlaufen für Gürtel bis max. ca. 6 cm Gürtelbreite. Verschluss: Haken im Bund, Reißverschluss. Satineinsätze entlang den Seitennähte, mehrfach abgesteppt, an Hüfte und Knien im Vorderteil. Maße: Bei Gr. 38 Seitenlänge ca. 89 cm. Material: 78% Polyester, 18% Viskose, 4% Elasthan . Besatz 96% Polyester, 4% Elasthan. Farbe/ Dessin: Schwarz."
141,Hose,Männlich,Blau,Scotch & Soda,79.95,[http://www.omengo.de/images/produkte/i50/502687-3.jpg],,"Scotch & Soda - Morrison, Hose mit HosenträgernHose in blau, gewaschene Optik mit Hosenträgern Schnitt:Morrison Chino-Style Beinverlauf nach unten schmaler,auch zum krempeln leicht zerschlissene Stellen verdeckte Knopfleiste und 1 Logo-Knopf 2 Eingriffstaschen, kleine Münztasche Gesäßtaschen mit Klappe und 1 Knopf Farbe (Herstellerbezeichnung): 54 Material: 100% Baumwolle Artikelnummer (Hersteller): 1204-08.80013"
142,Hose,Weiblich,Schwarz,Skunkfunk,94.9,[http://www.zebraclub.de/pix/items/skunkfunk/ederrena-20-hose-schwarz-s13swtr007-20-pumphose-haremshose-weit/fullsize_ederrena-20-hose-schwarz-s13swtr007-20-pumphose-haremshose-weit_schwarz_6580.jpg],,Skunkfunk Ederrena Hose schwarzHosen - schwarz - Skunkfunk Ederrena Hose schwarz
143,Hose,Männlich,Grün,Tom Tailor,69.95,"[http://images.tom-tailor.com/bilder/produktbilderIM/al/91ea9062-b4bc-b2c4-d572-01f9e6fabfdc.jpg,http://images.tom-tailor.com/bilder/produktbilderIM/am/14fd33cf-dfa9-d954-f99a-da293c25ea91.jpg]",,"Hose, Tom Tailor, slim cargo pantsportive Cargo Hose für Männer (unifarben, Cargo slim) durch Frontknopf und Reißverschluss zu Schließen, 2 Backpockets mit abgerundeten Flaps und Knöpfen, große Cargo-Taschen seitlich mit abgerundetetn Flaps und Knöpfen, mit dekorativer Teilungsnaht im Kniebereich hinten, TOM TAILOR Leder-Badge hinten."
144,Hose,Weiblich,Schwarz,Vaude,85.5,[http://www.outdoortrekking2010.de/out/pictures/generated/product/1/900_900_91/strathconapantswomenblack.jpg],,Vaude Women Strathcona Pants Softshell-Hose black | 38-shortDie Vaude Women Strathcona Pants ist eine Softshell-Hose aus sehr atmungsaktivem Windproof 80 Material.
148,Hose,Männlich,Weiß,Hugo Boss,129.95,[http://hugoboss.scene7.com/is/image/hugoboss/20_hbeu50245883_271_10?$re_fullPageZoom$],,"Anzug-Hose ´Genevo` mit kontrastfarbener PaspelModische Anzug-Hose von BOSS mit kontrastfarbener Paspel an allen Taschen. Steilstehende Eingrifftaschen vorne und Paspeltaschen mit Knopf am Gesäß.Das Model trägt die Größe , bei einer Körpergröße von 187 cm und einem Taillenumfang von 83 cm.Baumwolle mit Elasthan-AnteilUnifarbenBund mit Haken-, Reißverschluss und KnopfSteilstehende Eingrifftaschen mit kontrastfarbener Paspel vorneKontrastfarbene Paspeltaschen mit Knopf am GesäßBeinweite: 40 cm bei Größe 48Lieferung im HUGO BOSS Kleidersack"
149,Hose,Weiblich,Beige,Cambio,159.95,[http://image01.otto.de/pool/albamoda_formatI/8591842.jpg],,"Cambio Hose beige Gr. 42Hose »Rihanna« von CAMBIO, in pastellfarbenen Leoprint, zwei schräge Eingrifftaschen, Gesäßpaspelblenden, Bund mit Gürtelschlaufen. Vertiefte Leibhöhe, Schrittlänge in Gr. 38 ca. 73 cm, Fußweite ca. 31 cm. 97% Baumwolle, 3% Elastan, waschbar"
153,Hose,Beide,Grau,Cleptomanicx,59.99,[http://www.skatedeluxe.de/images/product_images/info_images/41733_0_Cleptomanicx_BhumiJogging.jpg],,"Cleptomanicx Bhumi Jogging Hose girls (heather dark grey)MC Hammer-Style is back! Und das in Form der Cleptomanicx Bhumi Jogging Hose. Breite Beine mit elastischen Bündchen, ein extrem tiefer Schritt, die Gesäßtaschen vorn und der Tunnelzug zum Sichern machen dieses Teil zum absoluten Burner in Sachen Gemütlichkeit. Der schöne Clepto-Pin auf der Front rundet das Ganze stilsicher ab. Stop, Hammerzeit!!! Material: 95% Baumwolle 5% Elasthan Achtung: Diesen Artikel liefern wir nur nach Deutschland, Österreich und in die Schweiz. Sarah ist 1,67 m groß und trägt die Größe S."
154,Hose,Weiblich,Weiß,Esprit,69.95,"[http://images.erwinmueller.com/produkte/17/174748gr.jpg#esprit-maternity-umstands-hose-weiss-gr-38-hosen,http://images.erwinmueller.com/produkte/17/174748mi.jpg#esprit-maternity-umstands-hose-weiss-gr-38-hosen,http://images.erwinmueller.com/produkte/17/174748kl.jpg#esprit-maternity-umstands-hose-weiss-gr-38-hosen]",,"Esprit maternity Umstands-Hose weiss (Gr. 38) - HosenEsprit Umstands-Hose. Der dehnbare Stoff und der umschlagbare Überbauchbund aus Jersey-Stretch verleihen ihr einen super bequemen Sitz. Zusätzlich mit normalem Bund, Gürtelschlaufen, Bindeband, angedeutetem Reißverschluss, Zierknopf und den charakteristischen fünf Taschen. Innere Beinlänge ca. 76 cm. Robustes Gewebe.Material: 97% Baumwolle, 3% Elasthan."
158,Hose,Männlich,Grün,Hugo Boss,79.95,[http://www.fashiononsale.de/pimages/141/141007_norm.jpg?google_shopping=Herren_HUGO_BOSS_Hose_nur_in_Gr.:_50_98_106_beige],,"Herren HUGO BOSS Hose, nur in Gr.: 50, 98, 106 beigeHose aus Baumwollgabardine von HUGO BOSS Black Crigan ist eine Chino, aus hochwertigem Baumwollgabardine, in exzellenter, schneidertechnisch perfekter Verarbeitung - das Must Have für gepflegte Casual-Outfits mit Sakko, oder leichter Jacke. Schnitt/ Verarbeitung: Regular Fit, normale Bundhöhe. Verschluss: Knopf und Reißverschluss. Bund mit sechs Schlaufen für Gürtel bis max. 4 cm. Vorne französische Taschen. Gesäßleistentaschen mit Knopf, rechts kleiner Logo-Patch aus Leder. Innenverarbeitung aus Popeline in Navy-Braun. Maße: Bei Gr. 50 Fußweite ca. 40 cm. Material: 100% Baumwolle. Pflegehinweis: 30°C-Wäsche, bügeln bei niedrigster Stufe. Nicht für den Trockner geeignet. Chemische Reinigung möglich. Farbe/ Dessin: Dunkelbeige-Olive."
159,Hose,Weiblich,Rot,Skunkfunk,84.9,[http://www.zebraclub.de/pix/items/skunkfunk/ederrena-p9-hose-berry-s13swtr007-p9-pumphose-dark-raspberry-weit/fullsize_ederrena-p9-hose-berry-s13swtr007-p9-pumphose-dark-raspberry-weit_berry_3432.jpg],,Skunkfunk Ederrena Hose berryHosen - berry - Skunkfunk Ederrena Hose berry
161,Hose,Männlich,Gemischt,Carhartt,89.95,[http://www.schuhdealer.de/images/articles/dcc1d8382867e58b580bc7b775f9f363_4.jpg],,Carhartt Cargo Pant Hose Camo GreenCARHARTT CARGO PANT CAMO GREEN Die Cargo Pant von Carhartt kommt in der neuen Kollektion im CamouflageLook was die Hose zum echten Hingucker macht. Das lässige Design mit einem lockeren Schnitt und aufgesetzten CargoTaschen dürfen natürlich nicht fehlen. Das ganze gibt es in gewohnt hoher Baumwollqualität zu einem Spitzenpreis. Material 100% Baumwolle locker aber nicht zu weit geschnitten perfekte Passform beste Qualität aufgesetzte CargoTaschen Camo Green Stone Washed I000949WD06
162,Hose,Weiblich,Schwarz,Alba Moda,89.95,"[http://image01.heine.de/pool/format_hv_ea_1/6838435.jpg,http://image01.heine.de/pool/format_hv_ea_1/6838550.jpg]",,"HEINE: Damen Weite HoseDie weite Hose von ALBA MODA aus edler, leicht satinierter Qualität mit Bügelfalte vorne und hinten. Der gerade, lässig weite Beinverlauf mit einer großen Fußweite von 68 cm macht den Style so unverwechselbar. Je zwei Eingriff- und paspelierte Gesäßtaschen. Bund mit Gürtelschlaufen in normaler Leibhöhe, Schrittlänge in Gr. 38 ca. 83,5 cm. 65% Polyester, 33% Viskose, 2% Elastan, Reinigung."
164,Hose,Männlich,Grau,Hugo Boss,89.99,"[http://www.breuninger.com/medias/sys_master/pod/2013/02/9117638361118.jpg,http://www.breuninger.com/medias/sys_master/zoom/2013/02/9117638262814.jpg]",,BOSS Hose grauDie smarte Kombihose in melierter Optik GENESIS von BOSS Black verleiht Ihrem Business-Look einen Hauch Charme. Jetzt mit Ihrem Lieblingssakko kombinieren und mit Stil und Modebewusstsein punkten!Reguläre Passform Normale Leibhöhe Gerades Hosenbein mit enger Fußweite Französische Taschen auf der Front Geknöpfte Leistentaschen am Gesäß Mit Bügelfalten Maße bei Größe 48: Bundweite: 85 cm Innenbeinlänge: 82 cm Fußweite: 38 cm
166,Hose,Weiblich,Schwarz,Brax,99.95,"[http://www.excellent-hose.de/images/product_images/popup_images/brax-hose-carola-black-334-0.jpg,http://www.excellent-hose.de/images/product_images/popup_images/brax-hose-carola-black-334-1.jpg,http://www.excellent-hose.de/images/product_images/popup_images/brax-hose-carola-black-334-2.jpg,http://www.excellent-hose.de/images/product_images/popup_images/brax-hose-carola-black-334-3.jpg]",,Brax Hose Carola blackZusatzlängen: â— K=Kurz â— L=Lang Brax Hose für DamenDiese Baumwollhose überzeugt durch höchsten Qualitätsanspruch und ausgesuchten Materialien. Durch die edle Optik ist sie absolut bürotauglich und lässt sich somit vielseitig kombinieren. Die höhere Leibhöhe und die gute Passform tragen zu einem angenehmen Tragegefühl bei.
167,Hose,Männlich,Beige,Fjällräven,99.95,[http://www.wildnissport.de/out/1/html/0/dyn_images/z1/fjllrven81200236_greenland_trouser_da_z1.jpg],,"Fjällräven Grönland Hose 54|Dark GreyKlassische, strapazierfähige Outdoorhose, zum Wandern oder einfach nur für die Freizeit. Ein großer Vorteil des G-1000-Materials ist seine Leichtigkeit und die schnelle Trocknungseigenschaft. Dieser Hose können weder Dornengestrüpp, Moskitos, Wind und Wasser noch Schmutz etwas anhaben.
Hohe Bundweite
Normale Passform
Bequem geschnitten mit gedoppelter Kniepartie
Elastische Verstellung mit Knöpfen am Beinabschluss
1 Sicherheitstasche
Je 1 Tasche für Landkarten und Axt
Insgesamt 8 Taschen
Weitenregulierbarer Beinabschluss mit Riemeneinstellung
G-1000 (65 % Polyester, 35 % Baumwolle) ist das berühmte Material von Fjällräven: ein dicht gewebter Stoff, der winddicht, wasserabweisend (dank Imprägnierung), äußerst robust und widerstandsfähig ist (mehr als doppelt so strapazierfähig wie Jeansstoff). Feuchtigkeit wird effektiv vom Körper ferngehalten, auch bei rauen Bedingungen bleibt man schön trocken und warm. Mit Fjällrävens umweltfreundlichem Grönland-Wachs kannst Du die Imprägnierung bei Bedarf (nach ca. 6-8 Mal waschen) einfach selbst nachbessern. Das dichte Gewebe bietet nahezu 100 %-igen Schutz vor Alpha- und Betastrahlen der Sonne. Das Gewicht der Kleidung ist relativ gering."
169,Hose,Männlich,Blau,G-Star,99.95,[http://www.alexander-herrenmoden24.de/WebRoot/Store20/Shops/63518489/5137/7568/1163/31B7/8D27/C0A8/28BD/06E5/1__91_1280x768_93_.jpg],,G-star Raw Hose Chino New Bronson tapered fit royal blau 81911A-3626-3Hochwertige Baumwoll Chino Hose von G-Star tapered Fit Schnitt Schmales Bein G-Star Emblem an der rechten Tasche G-Star Logo am Gesäß Verschlussart: Knöpfe ArtikelNr.: 81911A-3626-3489 Farbe: royal blau Material: 100% Baumwolle
195,Jeans,Männlich,Grau,Altamont,79.95,[http://bluetomato.scene7.com/is/image/bluetomato/301021553_front.jpg-1ub6u4Kd8QhdZkLQCCdnAGXYMzs/301021553_front.jpg?$b1$],,"Jeans Altamont Alameda Overdye Denim - graphiteAlameda Fit, das steht für Slim Fit mit niedrigem Bund durch Oberschenkel und Bein. Die Alemada Five-Pocket Jeans mit Altamonts speziellem Trim."
196,Jeans,Männlich,Schwarz,Bugatti,64.95,[http://www.just4men.de/pimages/142/142632_norm.jpg?google_shopping=bugatti_Jeans_schwarz__gestreift],,"bugatti Jeans schwarz gestreift Regular Fit,Reguläre Bundhöhe Baumw...bugatti Jeans bei Just4Men.de: Jeans von bugatti: Five-Pocket-Hose aus Baumwollstretch von bugatti Ein Basic das zu allem passt ist die klassische Five-Pocket-Hose in feinem Streifen-Dessin. Sie lässt sich zum gepflegten Freizeitoutfit wie auch zum legeren Businessoutfit kombinieren. Mit perfekter Passform durch den Stretchanteil bietet diese Hose höchsten Tragekomfort. Schnitt/Verarbeitung: Cordoba - Regular Fit - Five-Pocket mit regulärer Bundhöhe und geradem Bein. Bund mit 6 Schlaufen für eine maximale Gürtelbreite von ca. 4,5 cm. Hinten rechts am Bund Logo-Patch. Metallreißverschluss mit Jeansknopf. Vorne 2 Eingrifftaschen und eine Feuerzeugtasche mit Textil-Logoemblem, 2 aufgesetzte Gesäßtaschen. Taschenecken mit Nieten gesichert. Ton in Ton abgesteppte Nähte, Metalldetails dunkelgrau. Maße: Fußweite bei W 32 / L 34 ca. 40 cm. Material: 98 % Baumwolle, 2% Elasthan. Pflegehinweis: Feinwäsche bei 40° C, nicht für den Trockner und die chemische Reinigung geeignet, bei mittlerer Stufe bügeln. Bitte Pflegeetikett beachten. Farbe/Dessin: Fond schwarz, eng gesetzter Streifen in Dunkelgrau."
197,Jeans,Weiblich,Bunt,Ralph Lauren,79,[http://www.jades24.com/data/images/products/w20psjenb1sbum1sbf_a_original.jpg],,"Denim & Supply By Ralph Lauren Saba Floral Beige Skinny-Jeans mit Blumen-PrintAn hübschen Blumen-Prints kommt auch diese Saison niemand vorbei! Knöchellange Five-Pocket Skinny-Jeans mit Ankle-Zipper und romantischem floralen All-Over-Print, der die bequeme Jeans zu einem echten Hingucker macht! Superschick mit Schwarz tragen... Straight from the Lookbook!"
198,Jeans,Weiblich,Blau,Diesel,69,"[http://files.rakuten.de/0cd51b627a637a0d49f6991082acf101/images/711550936_288724.jpg,http://files.rakuten.de/0cd51b627a637a0d49f6991082acf101/images/711550936_140516/diesel-damen-jeans-slim-fit-keate.jpg,http://files.rakuten.de/0cd51b627a637a0d49f6991082acf101/images/711550936_163255/diesel-damen-jeans-slim-fit-keate.jpg,http://files.rakuten.de/0cd51b627a637a0d49f6991082acf101/images/711550936_358444/diesel-damen-jeans-slim-fit-keate.jpg,http://files.rakuten.de/0cd51b627a637a0d49f6991082acf101/images/711550936_396405/diesel-damen-jeans-slim-fit-keate.jpg]",,"Diesel Damen Jeans Slim Fit KeateDiesel Damen Jeans Slim Fit Keate Diesel Jeans Keate Slim Fit Stonewashed Denim. zwei aufgesetzte Eingriffstaschen vorne Reißverschluss und Knopf. Logo an der kleinen Vordertasche und hinten am Bund. Material: 99% Baumwolle; 1% Elasthan , Bekleidung & Accessoires, Damenmode, Damen Jeans, Röhrenjeans & Skinny Jeans"
199,Jeans,Männlich,Blau,Diesel,79,"[http://i.ebayimg.com/00/s/NDkwWDM2OA==/z/e%7EAAAMXQqBxRG4eB/%24%28KGrHqRHJEcFEKzI%29iDhBRG4e%21p+Ww%7E%7E60_1.JPG?set_id=8800005007,http://i.ebayimg.com/00/s/NDkwWDM2OA==/z/XHsAAMXQ%7Ec9RG4eU/%24%28KGrHqFHJEgFEQIBIMs4BRG4eTuZHg%7E%7E60_1.JPG?set_id=8800005007,http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/IHoAAMXQOQdRG4ek/%24T2eC16VHJG%21E9nm3p4LtBRG4ejw68Q%7E%7E60_1.JPG?set_id=880000500F]",,Neu Diesel Jeans Safado 882b 0882b Herren Blau Baumwolle Regular Slim-straightFinden Sie Neu Diesel Jeans Safado 882b 0882b Herren Blau Baumwolle Regular Slim-straight bei eBay in der Kategorie Kleidung & Accessoires>Herrenmode>Jeans zum Sofortkauf.
200,Jeans,Männlich,Blau,Diesel,89.99,"[http://i.ebayimg.com/00/s/NjUwWDY1MA==/z/ZJwAAMXQHPFRg9sU/%24T2eC16N,%21%29QE9s3HD%29Y%28BRg9sT2H-w%7E%7E60_1.JPG?set_id=8800005007,http://kleiderkabine.com/Bilder/kfdlkfoe.jpg]",,Diesel Zatiny Wash 0073n Herren Bootcut Jeans HoseFinden Sie Diesel Zatiny Wash 0073n Herren Bootcut Jeans Hose bei eBay in der Kategorie Kleidung & Accessoires>Herrenmode>Jeans zum Sofortkauf.
201,Jeans,Männlich,Blau,G-Star,139.9,"[http://files.rakuten.de/acf31ec8f9c2cfe8ec9e3d663ef7b817/images/f3c9c919d10560eecf028d60b98c47f7.jpg,http://files.rakuten.de/acf31ec8f9c2cfe8ec9e3d663ef7b817/images/0527fe1016217c588f1d22daafb574a0.jpg,http://files.rakuten.de/acf31ec8f9c2cfe8ec9e3d663ef7b817/images/1ebbcd1795716ce93c19276541f22920.jpg,http://files.rakuten.de/acf31ec8f9c2cfe8ec9e3d663ef7b817/images/7146c38a2a63ad7ef6abe259e790d8ed.jpg,http://files.rakuten.de/acf31ec8f9c2cfe8ec9e3d663ef7b817/images/e6452454b12e67a63da2c9cdb27ecb0a.jpg]",,G-Star Herren Jeans Riley Loose Tapered Ruby washG-Star Herren Jeans Riley Loose Tapered Ruby wash angesagte schwarze verwaschene Jeans von G-Star locker geschnitten leicht verdrehtes enges Bein Used-Waschung 5-Pocket Sattel Zip-Fly Logo ist an der Tasche angenäht
202,Jeans,Weiblich,Blau,G-Star,99.99,"[http://img4.guna.de/img/artikel/img.d/kat.d/zoom.d/31803-PWg.jpg,http://img4.guna.de/img/artikel/img.d/kat.d/zoom.d/31803-PWd2.jpg]",,"G-Star Lynn Skinny WMN 26/30 power-wash Damen Slim Jeans in BlauG-Star Lynn Skinny WMN Damen Slim Jeans - Lynn Skinny WMN in power-wash in 26/30 - G-Star Lynn Skinny WMN in Blau im Online Shop auf guna.de kaufen (98% Baumwolle, 2% Elastan - 60367-3628-2422)"
203,Jeans,Männlich,Blau,Hugo Boss,119,[http://hugoboss.scene7.com/is/image/hugoboss/20_hbeu50239159_115_10?$re_fullPageZoom$],,"Jeans ´Delaware` in dezenter WaschungUnkomplizierte Jeans (Slim-Fit) von BOSS mit dezenter Waschung. Der stretchige Baumwollstoff ist zu einer hochwertigen Five-Pocket Hose mit Logo-Label am hinteren Hosenbund verarbeitet worden.Das Model trägt die Größe 32/32, bei einer Körpergröße von 187 cm und einem Taillenumfang von 83 cm.Slim-FitBaumwolle mit Elasthan-AnteilUni mit dezenter WaschungNormal hoher Bund mit Knopf und ReißverschlussFive-PocketLogo-Label aus Leder am hinteren HosenbundBeinweite: 36 cm"
204,Jeans,Weiblich,Schwarz,J Brand,235,[http://www.net-a-porter.com/images/products/168639/168639_in_l.jpg],,"J Brand - Maria Power Stretch hoch sitzende Skinny Jeans- Schwarzer leichter Stretchdenim - Hoch sitzend, Skinny - Vier Taschen, Gürtelschlaufen - Knopf mit Designerlogo und verdeckter Reißverschluss am Bund - 98 % Baumwolle, 2 % Elastan - Kalt auf links waschen, um Farbverlust zu vermeiden - Designerfarbe: Hewson"
205,Jeans,Männlich,Blau,Jack&Jones,79.99,[http://www.dressforyou24.de/ebay/cyt/img/produkte/rickfourbl117/galerie.jpg],,"Neu Jack&jones Jeans Men Rick Four Bl 117 Ji Herren Hose Comfort FitNEU JACK&JONES JEANS MEN RICK FOUR BL 117 JI HERREN HOSE COMFORT FIT Marke: JACK JONES Grösse: siehe ""größentabelle"" Zustand: Neu & Original verpackt UVP.* 89,99 € Modell: Rick Four BL 117 Ji 5-Pocket-Style Comfort Fit"
206,Jeans,Weiblich,Blau,Judie,59.95,"[http://files.rakuten.de/3805e4413784b4d1248cb8ea5f0fb907/images/971f84ff2e30b590655f61f33abf8342.jpg,http://files.rakuten.de/3805e4413784b4d1248cb8ea5f0fb907/images/1ef8cb8367d6922a6aa7db85d125a945/herrlicher-damen-jeans-judie-d9800-026-raw-bootcut-w-25-l-34.jpg,http://files.rakuten.de/3805e4413784b4d1248cb8ea5f0fb907/images/4038e0bc921bae33a9045f64a77fba/herrlicher-damen-jeans-judie-d9800-026-raw-bootcut-w-25-l-34.jpg,http://files.rakuten.de/3805e4413784b4d1248cb8ea5f0fb907/images/4d572ffc37e9414e38971966a44cfdcf/herrlicher-damen-jeans-judie-d9800-026-raw-bootcut-w-25-l-34.jpg]",,"Herrlicher Damen Jeans Judie D9800 026 Raw Bootcut W 25 L 34HERRLICHER Damen Jeans JUDIE D9800 026 raw Bootcut W 25 L 34 Markenjeans von HERRLICHER Aktuelle Kollektion Art.: 5605 Mod.: Herrlicher Judie Qual.: D9800 Col.: 026 raw Größe: W25 L34 Es können die genauen Maße auf Anfrage zugesendet werden. Material: 98% Baumwolle, 2% Elasthan Zustand: Neu mit Etikett (1.Wahl) Beschreibung Hüftjeans mit Bootcut und super Passform durch Stretch. Schnitt ist etwas weiter und lockerer. Vorn 2 Taschen + links eine kleine Tasche und hinten 2 Taschen. Wird mit 3 Knöpfen geschlossen, wobei 2 nur sichtbar sind. Schöne dunkelblaue Indigo-Waschung ohne Used-Effekte. Bei den Fotos handelt es sich um Beispielfotos, es können also minimale Farbunterschiede vorkommen. ----------------------------------------------------------------------------- Bei Kauf und Bezahlung bis 17.00Uhr, geht die Ware noch am gleichen Werktag raus (außer Sonnabend, Sonntag und Feiertags). Versand/Shipping Der Versand erfolgt immer versichert über DHL Paket. Beim Kauf mehrerer Artikel deutschlandweit + jeweils 1,00€ zusätzlich. Versand ins Ausland für 10€ (für einen Artikel). Beim Kauf mehrerer Artikel weltweit + jeweils 10,00€ zusätzlich. Bei Fragen einfach Mailen oder anrufen,"
